Task_ID,Process_ID,Processor_ID,MI,Speed,Power
T9,T9_P51,P195,2873,2930,1.34
T9,T9_P52,P115,2812,1501,1.49
T9,T9_P53,P165,1823,2838,1.98
T9,T9_P54,P161,1794,1538,0.93
T9,T9_P55,P39,2301,1013,1.92
T9,T9_P56,P18,2420,1065,1.06
T9,T9_P57,P114,1740,2493,1.68
T9,T9_P58,P71,2922,2130,0.86
T9,T9_P59,P15,1941,1178,1.76
T9,T9_P60,P130,803,1114,0.6
T9,T9_P61,P80,2391,1393,1.48
T9,T9_P62,P116,654,1334,1.23
T9,T9_P63,P15,2010,1178,1.76
T9,T9_P64,P74,814,2287,0.64
T9,T9_P65,P166,869,2195,1.71
T9,T9_P66,P158,2933,2525,1.02
T9,T9_P67,P130,2074,1114,0.6
T9,T9_P68,P119,2877,1552,0.59
T9,T9_P69,P142,668,2161,0.89
T9,T9_P70,P116,2841,1334,1.23
T9,T9_P71,P167,1271,1817,1.29
T9,T9_P72,P83,2978,1093,1.59
T9,T9_P73,P122,2553,2409,0.97
T9,T9_P74,P39,753,1013,1.92
T9,T9_P75,P116,923,1334,1.23
T10,T10_P1,P183,845,1864,0.88
T10,T10_P2,P130,1206,1114,0.6
T10,T10_P3,P11,1514,2385,1.64
T10,T10_P4,P182,2293,2393,1.26
T10,T10_P5,P113,2646,2093,1.6
T10,T10_P6,P134,2997,2648,1.91
T10,T10_P7,P41,1990,2650,1.29
T10,T10_P8,P96,1658,2301,1.48
T10,T10_P9,P100,2174,1758,1.63
T10,T10_P10,P199,1885,1234,0.72
T10,T10_P11,P174,2948,2547,1.83
T10,T10_P12,P14,1870,2116,1.44
T10,T10_P13,P17,1850,1864,0.8
T10,T10_P14,P25,2785,1054,0.67
T10,T10_P15,P174,2083,2547,1.83
T10,T10_P16,P73,1532,2698,1.11
T10,T10_P17,P186,2968,1788,1.45
T10,T10_P18,P39,1865,1013,1.92
T10,T10_P19,P21,2886,1447,1.88
T10,T10_P20,P170,1079,1283,1.9
T10,T10_P21,P90,1770,1476,1.19
T10,T10_P22,P168,2105,1741,1.5
T10,T10_P23,P34,2937,1919,1.72
T10,T10_P24,P182,847,2393,1.26
T10,T10_P25,P80,2789,1393,1.48
T10,T10_P26,P97,1845,2708,1.31
T10,T10_P27,P33,2656,1451,1.6
T10,T10_P28,P24,2234,2232,1.23
T10,T10_P29,P131,1982,1469,0.6
T10,T10_P30,P5,1985,1563,0.94
T10,T10_P31,P80,1238,1393,1.48
T10,T10_P32,P55,1899,1198,0.53
T10,T10_P33,P197,2491,2393,1.92
T10,T10_P34,P50,1427,2563,1.06
T10,T10_P35,P36,1134,1569,1.3
T10,T10_P36,P20,1711,1191,1.93
T10,T10_P37,P26,2579,2149,1.04
T10,T10_P38,P198,2710,2476,1.54
T10,T10_P39,P190,2656,2083,0.7
T10,T10_P40,P10,1879,1209,1.96
T10,T10_P41,P197,1036,2393,1.92
T10,T10_P42,P153,2043,1939,1.34
T10,T10_P43,P40,1164,2554,0.75
T10,T10_P44,P47,1178,1318,1.57
T10,T10_P45,P185,2292,1130,0.58
T10,T10_P46,P12,2182,2516,1.26
T10,T10_P47,P94,1472,1569,1.78
T10,T10_P48,P114,3000,2493,1.68
T10,T10_P49,P73,2338,2698,1.11
T10,T10_P50,P60,2687,1541,0.59
T10,T10_P51,P62,1767,1088,0.55
T10,T10_P52,P121,1294,2310,0.59
T10,T10_P53,P95,2836,1928,0.65
T10,T10_P54,P113,2391,2093,1.6
T10,T10_P55,P197,1654,2393,1.92
T10,T10_P56,P200,2064,2396,0.55
T10,T10_P57,P129,2660,2589,1.78
T10,T10_P58,P108,1163,2327,1.09
T10,T10_P59,P52,2976,1209,1.18
T10,T10_P60,P36,1524,1569,1.3
T10,T10_P61,P14,2468,2116,1.44
T10,T10_P62,P96,2771,2301,1.48
T10,T10_P63,P27,2613,1407,1.98
T11,T11_P1,P73,843,2698,1.11
T11,T11_P2,P196,1156,1023,0.67
T11,T11_P3,P70,2340,1161,1.36
T11,T11_P4,P132,1103,2683,1.79
T11,T11_P5,P112,875,1350,1.54
T11,T11_P6,P57,2347,2735,1.38
T11,T11_P7,P90,609,1476,1.19
T11,T11_P8,P107,718,2399,0.5
T11,T11_P9,P102,2556,1429,1.11
T11,T11_P10,P96,1465,2301,1.48
T11,T11_P11,P99,834,1333,0.64
T11,T11_P12,P96,1419,2301,1.48
T11,T11_P13,P8,1805,1285,1.58
T11,T11_P14,P26,1873,2149,1.04
T11,T11_P15,P38,1063,2780,1.49
T11,T11_P16,P10,1675,1209,1.96
T11,T11_P17,P121,1068,2310,0.59
T11,T11_P18,P195,2421,2930,1.34
T11,T11_P19,P115,521,1501,1.49
T11,T11_P20,P21,577,1447,1.88
T11,T11_P21,P66,1383,1255,1.23
T11,T11_P22,P39,2747,1013,1.92
T11,T11_P23,P187,2993,1781,1.74
T11,T11_P24,P136,2233,1821,1.37
T11,T11_P25,P29,1680,2330,0.86
T11,T11_P26,P61,1733,2652,0.6
T11,T11_P27,P32,695,1859,0.62
T11,T11_P28,P62,2219,1088,0.55
T11,T11_P29,P164,2372,1877,0.95
T11,T11_P30,P17,954,1864,0.8
T11,T11_P31,P128,2944,2573,1.26
T11,T11_P32,P138,567,1135,0.62
T11,T11_P33,P162,2610,2529,1.16
T11,T11_P34,P148,1490,2022,1.19
T11,T11_P35,P184,1088,2221,1.86
T12,T12_P1,P110,506,2247,1.68
T12,T12_P2,P158,1945,2525,1.02
T12,T12_P3,P62,2837,1088,0.55
T12,T12_P4,P107,1267,2399,0.5
T12,T12_P5,P171,850,2043,0.66
T12,T12_P6,P135,1977,1646,1.35
T12,T12_P7,P18,2654,1065,1.06
T12,T12_P8,P140,2578,2870,1.35
T12,T12_P9,P130,2769,1114,0.6
T12,T12_P10,P6,2099,1501,0.74
T12,T12_P11,P121,678,2310,0.59
T12,T12_P12,P163,2084,2197,1.31
T12,T12_P13,P96,1538,2301,1.48
T12,T12_P14,P192,566,2988,0.74
T12,T12_P15,P92,776,1206,0.61
T12,T12_P16,P89,1487,2751,0.78
T12,T12_P17,P188,924,2220,0.57
T12,T12_P18,P198,2883,2476,1.54
T12,T12_P19,P189,1861,1958,1.0
T12,T12_P20,P35,681,2206,1.97
T12,T12_P21,P91,2736,2774,1.81
T12,T12_P22,P87,1217,1592,1.3
T12,T12_P23,P200,2403,2396,0.55
T12,T12_P24,P179,2460,2285,1.01
T12,T12_P25,P162,1246,2529,1.16
T12,T12_P26,P35,758,2206,1.97
T12,T12_P27,P184,2374,2221,1.86
T12,T12_P28,P10,1701,1209,1.96
T12,T12_P29,P52,679,1209,1.18
T12,T12_P30,P52,671,1209,1.18
T12,T12_P31,P81,1770,2442,1.47
T12,T12_P32,P132,2131,2683,1.79
T12,T12_P33,P140,2439,2870,1.35
T12,T12_P34,P65,649,2098,0.92
T12,T12_P35,P193,1282,2133,1.16
T12,T12_P36,P74,1962,2287,0.64
T12,T12_P37,P200,695,2396,0.55
T12,T12_P38,P168,1859,1741,1.5
T12,T12_P39,P70,1009,1161,1.36
T12,T12_P40,P95,2289,1928,0.65
T12,T12_P41,P103,2301,2372,1.22
T12,T12_P42,P99,1888,1333,0.64
T12,T12_P43,P48,2532,1440,1.1
T12,T12_P44,P178,2537,1313,0.82
T12,T12_P45,P95,2626,1928,0.65
T12,T12_P46,P69,838,1775,1.82
T12,T12_P47,P187,2238,1781,1.74
T12,T12_P48,P21,2263,1447,1.88
T12,T12_P49,P155,1239,1542,1.31
T12,T12_P50,P140,1703,2870,1.35
T12,T12_P51,P83,920,1093,1.59
T12,T12_P52,P21,1843,1447,1.88
T12,T12_P53,P170,1710,1283,1.9
T12,T12_P54,P79,2326,2182,0.58
T12,T12_P55,P155,2245,1542,1.31
T12,T12_P56,P43,2318,2429,1.95
T12,T12_P57,P90,2331,1476,1.19
T13,T13_P1,P187,1944,1781,1.74
T13,T13_P2,P158,2281,2525,1.02
T13,T13_P3,P71,734,2130,0.86
T13,T13_P4,P20,2163,1191,1.93
T13,T13_P5,P94,2601,1569,1.78
T13,T13_P6,P192,1155,2988,0.74
T13,T13_P7,P8,1084,1285,1.58
T13,T13_P8,P156,2294,1285,1.26
T13,T13_P9,P9,1017,2508,1.58
T13,T13_P10,P18,1466,1065,1.06
T13,T13_P11,P200,2000,2396,0.55
T13,T13_P12,P93,2068,1778,1.71
T13,T13_P13,P146,632,1435,0.7
T13,T13_P14,P155,1128,1542,1.31
T13,T13_P15,P174,2342,2547,1.83
T13,T13_P16,P95,2023,1928,0.65
T13,T13_P17,P114,814,2493,1.68
T13,T13_P18,P147,1063,2342,1.47
T13,T13_P19,P136,2003,1821,1.37
T13,T13_P20,P102,1787,1429,1.11
T13,T13_P21,P167,1641,1817,1.29
T13,T13_P22,P64,964,1940,1.27
T13,T13_P23,P7,1262,1457,0.5
T13,T13_P24,P128,2620,2573,1.26
T13,T13_P25,P100,2800,1758,1.63
T14,T14_P1,P68,1566,2888,1.59
T14,T14_P2,P181,2327,2622,1.78
T14,T14_P3,P55,1669,1198,0.53
T14,T14_P4,P178,2511,1313,0.82
T14,T14_P5,P52,1002,1209,1.18
T14,T14_P6,P35,803,2206,1.97
T14,T14_P7,P116,1207,1334,1.23
T14,T14_P8,P183,2323,1864,0.88
T14,T14_P9,P23,1809,2034,1.4
T14,T14_P10,P171,1923,2043,0.66
T14,T14_P11,P182,765,2393,1.26
T14,T14_P12,P141,2720,2931,0.97
T14,T14_P13,P75,1728,2266,1.49
T14,T14_P14,P41,1213,2650,1.29
T14,T14_P15,P93,2583,1778,1.71
T14,T14_P16,P58,997,1704,0.51
T14,T14_P17,P52,1068,1209,1.18
T14,T14_P18,P61,2523,2652,0.6
T14,T14_P19,P7,1978,1457,0.5
T14,T14_P20,P142,2844,2161,0.89
T14,T14_P21,P95,2414,1928,0.65
T14,T14_P22,P142,1031,2161,0.89
T14,T14_P23,P157,853,1505,0.7
T14,T14_P24,P17,1766,1864,0.8
T14,T14_P25,P102,2460,1429,1.11
T14,T14_P26,P135,2182,1646,1.35
T14,T14_P27,P197,2177,2393,1.92
T14,T14_P28,P148,802,2022,1.19
T14,T14_P29,P33,1798,1451,1.6
T14,T14_P30,P165,803,2838,1.98
T14,T14_P31,P116,2408,1334,1.23
T14,T14_P32,P175,2619,1096,1.61
T14,T14_P33,P89,1025,2751,0.78
T14,T14_P34,P200,2758,2396,0.55
T14,T14_P35,P164,2907,1877,0.95
T15,T15_P1,P197,1028,2393,1.92
T15,T15_P2,P111,2559,2300,0.93
T15,T15_P3,P15,1008,1178,1.76
T15,T15_P4,P133,1126,1065,1.11
T15,T15_P5,P78,1174,1740,1.8
T15,T15_P6,P42,1821,1326,1.41
T15,T15_P7,P182,1423,2393,1.26
T15,T15_P8,P89,2625,2751,0.78
T15,T15_P9,P73,823,2698,1.11
T15,T15_P10,P65,1304,2098,0.92
T15,T15_P11,P163,2756,2197,1.31
T15,T15_P12,P71,1012,2130,0.86
T15,T15_P13,P161,1740,1538,0.93
T15,T15_P14,P158,2685,2525,1.02
T15,T15_P15,P24,2558,2232,1.23
T15,T15_P16,P165,1190,2838,1.98
T15,T15_P17,P152,2878,2316,1.43
T15,T15_P18,P40,1201,2554,0.75
T15,T15_P19,P169,2978,1449,1.33
T15,T15_P20,P87,2808,1592,1.3
T15,T15_P21,P11,616,2385,1.64
T15,T15_P22,P21,686,1447,1.88
T15,T15_P23,P165,2862,2838,1.98
T15,T15_P24,P68,1363,2888,1.59
T15,T15_P25,P197,2843,2393,1.92
T15,T15_P26,P107,624,2399,0.5
T15,T15_P27,P128,2734,2573,1.26
T15,T15_P28,P75,1737,2266,1.49
T15,T15_P29,P124,1503,1449,1.22
T15,T15_P30,P176,2163,2763,0.73
T15,T15_P31,P77,2357,2764,1.12
T15,T15_P32,P19,745,1061,0.74
T15,T15_P33,P41,2300,2650,1.29
T15,T15_P34,P107,2483,2399,0.5
T15,T15_P35,P119,1335,1552,0.59
T15,T15_P36,P88,2984,1163,0.71
T15,T15_P37,P37,1780,2657,0.69
T15,T15_P38,P184,1807,2221,1.86
T15,T15_P39,P188,1914,2220,0.57
T15,T15_P40,P103,1035,2372,1.22
T15,T15_P41,P195,2017,2930,1.34
T15,T15_P42,P132,2800,2683,1.79
T15,T15_P43,P28,1807,2466,1.71
T16,T16_P1,P120,1001,2895,1.6
T16,T16_P2,P69,2341,1775,1.82
T16,T16_P3,P64,1077,1940,1.27
T16,T16_P4,P25,707,1054,0.67
T16,T16_P5,P75,2073,2266,1.49
T16,T16_P6,P158,2212,2525,1.02
T16,T16_P7,P64,1154,1940,1.27
T16,T16_P8,P84,2866,2354,1.7
T16,T16_P9,P185,1780,1130,0.58
T16,T16_P10,P49,1152,2960,1.51
T16,T16_P11,P128,2608,2573,1.26
T16,T16_P12,P120,2542,2895,1.6
T16,T16_P13,P79,2537,2182,0.58
T16,T16_P14,P6,868,1501,0.74
T16,T16_P15,P101,2570,1727,0.85
T16,T16_P16,P118,1486,1777,0.83
T16,T16_P17,P56,2889,1735,1.33
T16,T16_P18,P91,699,2774,1.81
T16,T16_P19,P13,1652,2827,0.66
T16,T16_P20,P127,2947,2726,0.59
T16,T16_P21,P168,2427,1741,1.5
T16,T16_P22,P74,2698,2287,0.64
T16,T16_P23,P3,940,1051,1.65
T16,T16_P24,P111,1048,2300,0.93
T16,T16_P25,P68,1998,2888,1.59
T16,T16_P26,P196,2151,1023,0.67
T16,T16_P27,P94,685,1569,1.78
T16,T16_P28,P103,709,2372,1.22
T16,T16_P29,P146,2801,1435,0.7
T16,T16_P30,P50,1984,2563,1.06
T16,T16_P31,P142,1682,2161,0.89
T16,T16_P32,P19,2082,1061,0.74
T16,T16_P33,P130,2344,1114,0.6
T16,T16_P34,P196,2752,1023,0.67
T16,T16_P35,P72,986,1600,1.21
T16,T16_P36,P33,896,1451,1.6
T16,T16_P37,P101,2028,1727,0.85
T16,T16_P38,P87,2784,1592,1.3
T16,T16_P39,P94,1090,1569,1.78
T16,T16_P40,P51,2967,1689,1.85
T16,T16_P41,P131,2144,1469,0.6
T16,T16_P42,P129,664,2589,1.78
T16,T16_P43,P12,659,2516,1.26
T16,T16_P44,P36,1864,1569,1.3
T16,T16_P45,P122,2627,2409,0.97
T16,T16_P46,P117,1110,1946,0.78
T16,T16_P47,P156,2611,1285,1.26
T16,T16_P48,P36,1843,1569,1.3
T16,T16_P49,P157,1804,1505,0.7
T16,T16_P50,P42,2109,1326,1.41
T17,T17_P1,P190,1725,2083,0.7
T17,T17_P2,P152,1877,2316,1.43
T17,T17_P3,P130,2587,1114,0.6
T17,T17_P4,P137,2506,1548,0.56
T17,T17_P5,P182,2805,2393,1.26
T17,T17_P6,P77,2445,2764,1.12
T17,T17_P7,P5,2008,1563,0.94
T17,T17_P8,P85,948,1466,0.66
T17,T17_P9,P107,2890,2399,0.5
T17,T17_P10,P79,609,2182,0.58
T17,T17_P11,P153,2443,1939,1.34
T17,T17_P12,P68,2869,2888,1.59
T17,T17_P13,P148,1432,2022,1.19
T17,T17_P14,P185,710,1130,0.58
T17,T17_P15,P150,2467,2811,1.9
T17,T17_P16,P44,2647,1865,1.89
T17,T17_P17,P162,2057,2529,1.16
T17,T17_P18,P38,1492,2780,1.49
T17,T17_P19,P9,2845,2508,1.58
T17,T17_P20,P180,950,1327,1.53
T17,T17_P21,P49,577,2960,1.51
T17,T17_P22,P113,1784,2093,1.6
T17,T17_P23,P108,1120,2327,1.09
T17,T17_P24,P106,1335,2918,0.75
T17,T17_P25,P106,2555,2918,0.75
T17,T17_P26,P199,2431,1234,0.72
T17,T17_P27,P189,755,1958,1.0
T17,T17_P28,P181,1065,2622,1.78
T17,T17_P29,P133,1349,1065,1.11
T17,T17_P30,P144,1831,2470,0.97
T17,T17_P31,P170,2459,1283,1.9
T17,T17_P32,P135,2043,1646,1.35
T17,T17_P33,P81,1209,2442,1.47
T17,T17_P34,P118,2683,1777,0.83
T17,T17_P35,P88,2737,1163,0.71
T17,T17_P36,P91,1582,2774,1.81
T17,T17_P37,P157,2483,1505,0.7
T17,T17_P38,P50,1509,2563,1.06
T17,T17_P39,P72,2785,1600,1.21
T17,T17_P40,P77,1421,2764,1.12
T17,T17_P41,P77,1683,2764,1.12
T17,T17_P42,P181,1349,2622,1.78
T17,T17_P43,P177,2502,1224,0.92
T17,T17_P44,P82,2465,1142,0.59
T17,T17_P45,P90,2795,1476,1.19
T17,T17_P46,P185,1620,1130,0.58
T17,T17_P47,P74,999,2287,0.64
T17,T17_P48,P147,2724,2342,1.47
T17,T17_P49,P98,2116,1747,0.52
T17,T17_P50,P89,1099,2751,0.78
T17,T17_P51,P75,672,2266,1.49
T17,T17_P52,P74,823,2287,0.64
T17,T17_P53,P89,2311,2751,0.78
T17,T17_P54,P168,1550,1741,1.5
T17,T17_P55,P192,2462,2988,0.74
T17,T17_P56,P55,1327,1198,0.53
T17,T17_P57,P138,1610,1135,0.62
T17,T17_P58,P144,1612,2470,0.97
T17,T17_P59,P36,947,1569,1.3
T17,T17_P60,P158,2903,2525,1.02
T17,T17_P61,P62,1493,1088,0.55
T17,T17_P62,P13,2675,2827,0.66
T17,T17_P63,P58,1453,1704,0.51
T17,T17_P64,P14,910,2116,1.44
T17,T17_P65,P106,1852,2918,0.75
T17,T17_P66,P184,2434,2221,1.86
T17,T17_P67,P26,1063,2149,1.04
T17,T17_P68,P2,2754,1228,1.63
T17,T17_P69,P41,2166,2650,1.29
T17,T17_P70,P168,2448,1741,1.5
T17,T17_P71,P123,1316,2140,0.58
T17,T17_P72,P194,1676,2762,1.56
T17,T17_P73,P83,1669,1093,1.59
T17,T17_P74,P166,742,2195,1.71
T17,T17_P75,P197,866,2393,1.92
T17,T17_P76,P167,2851,1817,1.29
T17,T17_P77,P60,2691,1541,0.59
T17,T17_P78,P190,652,2083,0.7
T17,T17_P79,P45,2211,1696,1.63
T17,T17_P80,P46,648,1569,1.53
T17,T17_P81,P102,2529,1429,1.11
T17,T17_P82,P48,1685,1440,1.1
T17,T17_P83,P10,537,1209,1.96
T17,T17_P84,P77,2826,2764,1.12
T17,T17_P85,P155,939,1542,1.31
T17,T17_P86,P86,1665,2583,0.79
T17,T17_P87,P117,2725,1946,0.78
T17,T17_P88,P135,2523,1646,1.35
T17,T17_P89,P35,2565,2206,1.97
T17,T17_P90,P120,1617,2895,1.6
T17,T17_P91,P50,961,2563,1.06
T17,T17_P92,P85,1165,1466,0.66
T17,T17_P93,P188,2379,2220,0.57
T17,T17_P94,P166,1553,2195,1.71
T17,T17_P95,P184,1262,2221,1.86
T17,T17_P96,P4,1880,2518,1.01
T17,T17_P97,P76,2825,2813,1.03
T17,T17_P98,P173,1291,1186,0.9
T18,T18_P1,P157,2160,1505,0.7
T18,T18_P2,P110,2610,2247,1.68
T18,T18_P3,P84,855,2354,1.7
T18,T18_P4,P103,890,2372,1.22
T18,T18_P5,P48,1075,1440,1.1
T18,T18_P6,P123,1825,2140,0.58
T18,T18_P7,P64,527,1940,1.27
T18,T18_P8,P67,2071,2992,1.31
T18,T18_P9,P61,2329,2652,0.6
T18,T18_P10,P193,1593,2133,1.16
T18,T18_P11,P85,1736,1466,0.66
T18,T18_P12,P150,2846,2811,1.9
T18,T18_P13,P3,1571,1051,1.65
T18,T18_P14,P168,1972,1741,1.5
T18,T18_P15,P178,1467,1313,0.82
T18,T18_P16,P16,984,2209,1.26
T18,T18_P17,P120,1756,2895,1.6
T18,T18_P18,P41,2160,2650,1.29
T18,T18_P19,P176,2558,2763,0.73
T18,T18_P20,P181,1773,2622,1.78
T18,T18_P21,P177,980,1224,0.92
T18,T18_P22,P164,1708,1877,0.95
T18,T18_P23,P95,1404,1928,0.65
T18,T18_P24,P57,1047,2735,1.38
T18,T18_P25,P123,1127,2140,0.58
T18,T18_P26,P117,2981,1946,0.78
T18,T18_P27,P96,2203,2301,1.48
T18,T18_P28,P180,2749,1327,1.53
T18,T18_P29,P121,2701,2310,0.59
T18,T18_P30,P171,1394,2043,0.66
T18,T18_P31,P196,1513,1023,0.67
T18,T18_P32,P175,2940,1096,1.61
T18,T18_P33,P21,2652,1447,1.88
T18,T18_P34,P115,2663,1501,1.49
T18,T18_P35,P181,1981,2622,1.78
T18,T18_P36,P20,2810,1191,1.93
T18,T18_P37,P29,752,2330,0.86
T18,T18_P38,P141,2570,2931,0.97
T18,T18_P39,P52,2845,1209,1.18
T18,T18_P40,P138,1113,1135,0.62
T18,T18_P41,P43,1843,2429,1.95
T18,T18_P42,P134,2309,2648,1.91
T19,T19_P1,P175,1341,1096,1.61
T19,T19_P2,P184,2888,2221,1.86
T19,T19_P3,P126,872,1664,1.3
T19,T19_P4,P131,2324,1469,0.6
T19,T19_P5,P15,2357,1178,1.76
T19,T19_P6,P34,2602,1919,1.72
T19,T19_P7,P107,2371,2399,0.5
T19,T19_P8,P145,736,1644,0.9
T19,T19_P9,P144,2393,2470,0.97
T19,T19_P10,P173,1762,1186,0.9
T19,T19_P11,P186,589,1788,1.45
T19,T19_P12,P102,1542,1429,1.11
T19,T19_P13,P1,1392,2309,1.83
T19,T19_P14,P149,799,1810,1.89
T19,T19_P15,P12,2235,2516,1.26
T19,T19_P16,P89,761,2751,0.78
T19,T19_P17,P139,746,1432,1.49
T19,T19_P18,P18,2433,1065,1.06
T19,T19_P19,P9,1675,2508,1.58
T19,T19_P20,P105,1237,2437,1.85
T19,T19_P21,P197,1054,2393,1.92
T19,T19_P22,P197,2221,2393,1.92
T19,T19_P23,P96,2066,2301,1.48
T19,T19_P24,P115,2046,1501,1.49
T19,T19_P25,P97,828,2708,1.31
T19,T19_P26,P175,2708,1096,1.61
T19,T19_P27,P35,1924,2206,1.97
T19,T19_P28,P31,1231,2116,1.35
T19,T19_P29,P138,2109,1135,0.62
T19,T19_P30,P136,1021,1821,1.37
T19,T19_P31,P187,1412,1781,1.74
T19,T19_P32,P1,593,2309,1.83
T19,T19_P33,P77,2396,2764,1.12
T19,T19_P34,P173,2730,1186,0.9
T20,T20_P1,P137,2053,1548,0.56
T20,T20_P2,P59,1513,2236,1.56
T20,T20_P3,P118,1917,1777,0.83
T20,T20_P4,P40,1629,2554,0.75
T20,T20_P5,P49,962,2960,1.51
T20,T20_P6,P9,2217,2508,1.58
T20,T20_P7,P158,564,2525,1.02
T20,T20_P8,P62,1344,1088,0.55
T20,T20_P9,P18,913,1065,1.06
T20,T20_P10,P153,637,1939,1.34
T20,T20_P11,P115,2948,1501,1.49
T20,T20_P12,P173,699,1186,0.9
T20,T20_P13,P63,681,2494,1.0
T20,T20_P14,P103,2297,2372,1.22
T20,T20_P15,P60,2710,1541,0.59
T20,T20_P16,P56,731,1735,1.33
T20,T20_P17,P36,2563,1569,1.3
T20,T20_P18,P75,1459,2266,1.49
T20,T20_P19,P188,2859,2220,0.57
T20,T20_P20,P82,2865,1142,0.59
T20,T20_P21,P154,1813,1292,0.65
T20,T20_P22,P61,1736,2652,0.6
T20,T20_P23,P37,2635,2657,0.69
T20,T20_P24,P57,2193,2735,1.38
T20,T20_P25,P77,1627,2764,1.12
T20,T20_P26,P16,2780,2209,1.26
T20,T20_P27,P152,1217,2316,1.43
T20,T20_P28,P161,2249,1538,0.93
T20,T20_P29,P143,2530,2794,1.5
T20,T20_P30,P13,1910,2827,0.66
T20,T20_P31,P165,2061,2838,1.98
T20,T20_P32,P135,1805,1646,1.35
T20,T20_P33,P179,2205,2285,1.01
T20,T20_P34,P105,1111,2437,1.85
T20,T20_P35,P77,2041,2764,1.12
T20,T20_P36,P48,2703,1440,1.1
T20,T20_P37,P122,1487,2409,0.97
T20,T20_P38,P58,1731,1704,0.51
T20,T20_P39,P182,1091,2393,1.26
T20,T20_P40,P119,736,1552,0.59
T20,T20_P41,P144,2190,2470,0.97
T20,T20_P42,P107,2782,2399,0.5
T20,T20_P43,P136,1049,1821,1.37
T20,T20_P44,P100,1494,1758,1.63
T20,T20_P45,P66,1332,1255,1.23
T20,T20_P46,P85,823,1466,0.66
T20,T20_P47,P116,2019,1334,1.23
T20,T20_P48,P24,2693,2232,1.23
T20,T20_P49,P186,1280,1788,1.45
T20,T20_P50,P14,1599,2116,1.44
T20,T20_P51,P97,2977,2708,1.31
T20,T20_P52,P155,661,1542,1.31
T20,T20_P53,P19,1270,1061,0.74
T20,T20_P54,P195,2906,2930,1.34
T20,T20_P55,P186,2789,1788,1.45
T20,T20_P56,P56,2463,1735,1.33
T20,T20_P57,P54,1863,1778,0.6
T20,T20_P58,P78,562,1740,1.8
T20,T20_P59,P55,1278,1198,0.53
T20,T20_P60,P190,980,2083,0.7
T20,T20_P61,P192,2461,2988,0.74
T20,T20_P62,P63,2975,2494,1.0
T20,T20_P63,P181,1337,2622,1.78
T20,T20_P64,P102,1480,1429,1.11
T20,T20_P65,P142,1817,2161,0.89
T20,T20_P66,P199,1659,1234,0.72
T20,T20_P67,P98,2409,1747,0.52
T20,T20_P68,P137,1971,1548,0.56
T20,T20_P69,P79,1571,2182,0.58
T20,T20_P70,P93,2600,1778,1.71
T20,T20_P71,P128,2408,2573,1.26
T20,T20_P72,P26,2423,2149,1.04
T20,T20_P73,P195,1811,2930,1.34
T20,T20_P74,P53,2018,1189,0.87
T21,T21_P1,P106,687,2918,0.75
T21,T21_P2,P145,1406,1644,0.9
T21,T21_P3,P190,1097,2083,0.7
T21,T21_P4,P5,1568,1563,0.94
T21,T21_P5,P142,2892,2161,0.89
T21,T21_P6,P149,2210,1810,1.89
T21,T21_P7,P76,1124,2813,1.03
T21,T21_P8,P51,1851,1689,1.85
T21,T21_P9,P59,2055,2236,1.56
T21,T21_P10,P146,1506,1435,0.7
T21,T21_P11,P128,2755,2573,1.26
T21,T21_P12,P168,1882,1741,1.5
T21,T21_P13,P66,2501,1255,1.23
T21,T21_P14,P186,2509,1788,1.45
T21,T21_P15,P118,1189,1777,0.83
T21,T21_P16,P188,1942,2220,0.57
T21,T21_P17,P44,1073,1865,1.89
T21,T21_P18,P185,2738,1130,0.58
T21,T21_P19,P126,1253,1664,1.3
T21,T21_P20,P139,740,1432,1.49
T21,T21_P21,P135,638,1646,1.35
T21,T21_P22,P20,698,1191,1.93
T21,T21_P23,P196,526,1023,0.67
T21,T21_P24,P106,1063,2918,0.75
T21,T21_P25,P162,1447,2529,1.16
T21,T21_P26,P18,1118,1065,1.06
T21,T21_P27,P3,1395,1051,1.65
T21,T21_P28,P130,2367,1114,0.6
T21,T21_P29,P96,747,2301,1.48
T21,T21_P30,P159,2479,2149,0.6
T21,T21_P31,P169,2498,1449,1.33
T21,T21_P32,P5,527,1563,0.94
T21,T21_P33,P137,2759,1548,0.56
T21,T21_P34,P106,548,2918,0.75
T21,T21_P35,P5,2668,1563,0.94
T21,T21_P36,P185,1625,1130,0.58
T21,T21_P37,P138,1674,1135,0.62
T21,T21_P38,P5,2557,1563,0.94
T21,T21_P39,P179,2263,2285,1.01
T21,T21_P40,P46,938,1569,1.53
T21,T21_P41,P25,2647,1054,0.67
T21,T21_P42,P39,1487,1013,1.92
T21,T21_P43,P50,2656,2563,1.06
T21,T21_P44,P65,1951,2098,0.92
T21,T21_P45,P69,2125,1775,1.82
T21,T21_P46,P21,2028,1447,1.88
T21,T21_P47,P104,2380,1546,1.8
T21,T21_P48,P145,1496,1644,0.9
T21,T21_P49,P179,1425,2285,1.01
T21,T21_P50,P77,830,2764,1.12
T21,T21_P51,P168,629,1741,1.5
T21,T21_P52,P24,2160,2232,1.23
T21,T21_P53,P98,2044,1747,0.52
T21,T21_P54,P142,2449,2161,0.89
T21,T21_P55,P15,538,1178,1.76
T21,T21_P56,P180,1201,1327,1.53
T21,T21_P57,P22,2547,1476,1.88
T21,T21_P58,P112,1856,1350,1.54
T21,T21_P59,P145,890,1644,0.9
